publish_date,title,speaker_guess,text_source,henry_index,henry_hawkish_count,henry_dovish_count,henry_total_words,henry_hawkish_hits,henry_dovish_hits
2012-07-27,"Governor's Address at the Ninety-Second Ordinary General Meeting (AGM) of shareholders held on Friday, 27 July 2012 at 10:00 ",,pdf,0.1149,46,41,2186,"{""positive"": 1, ""growth"": 20, ""more"": 5, ""larger"": 1, ""risen"": 1, ""high"": 1, ""strong"": 2, ""increases"": 1, ""increased"": 2, ""achieve"": 1, ""most"": 3, ""greater"": 1, ""above"": 1, ""stronger"": 1, ""progress"": 2, ""strengthening"": 1, ""strengthened"": 1, ""up"": 1}","{""challenging"": 2, ""worse"": 1, ""challenges"": 3, ""deteriorated"": 4, ""down"": 3, ""negative"": 5, ""less"": 1, ""weak"": 1, ""failure"": 1, ""declined"": 1, ""risks"": 9, ""lower"": 1, ""below"": 1, ""deteriorating"": 2, ""declining"": 1, ""under"": 1, ""challenge"": 2, ""risk"": 1, ""low"": 1}"
2012-07-28,"Address by Gill Marcus, Governor of the South African Reserve Bank to the South African National Editors’ Forum (SANEF) at the Nat Nakasa Awards, Durban, 28 July 2012",Gill Marcus,pdf,0.7416,61,28,4094,"{""good"": 3, ""opportunity"": 3, ""most"": 1, ""better"": 4, ""more"": 15, ""up"": 5, ""greater"": 4, ""growth"": 6, ""achieving"": 1, ""achieve"": 2, ""increased"": 2, ""improved"": 1, ""succeeded"": 1, ""best"": 3, ""higher"": 1, ""certain"": 2, ""increase"": 1, ""high"": 1, ""successful"": 1, ""improvement"": 1, ""leading"": 1, ""expansion"": 1, ""above"": 1}","{""under"": 2, ""uncertainty"": 4, ""fail"": 1, ""least"": 1, ""risks"": 4, ""less"": 2, ""risk"": 4, ""difficult"": 3, ""uncertain"": 1, ""deteriorate"": 1, ""downturn"": 1, ""declined"": 1, ""lower"": 1, ""declining"": 1, ""challenging"": 1}"
2012-07-31,"Address by Gill Marcus, Governor of the South African Reserve Bank, at the ORT SA Fundraising Dinner, Sandton, 31st July 2012",Gill Marcus,pdf,0.6433,113,58,4167,"{""more"": 18, ""growth"": 42, ""opportunities"": 1, ""good"": 5, ""best"": 1, ""enjoy"": 1, ""grew"": 2, ""up"": 2, ""increased"": 10, ""expanding"": 1, ""risen"": 1, ""grown"": 1, ""rise"": 1, ""increases"": 3, ""increase"": 3, ""higher"": 3, ""achieve"": 3, ""most"": 3, ""better"": 1, ""achieved"": 1, ""strong"": 4, ""improved"": 2, ""increasing"": 1, ""positive"": 1, ""expansion"": 1, ""growing"": 1}","{""challenges"": 3, ""difficult"": 3, ""challenging"": 1, ""risks"": 4, ""downturn"": 7, ""falling"": 1, ""declined"": 2, ""lowest"": 1, ""low"": 3, ""negative"": 7, ""disappointed"": 1, ""worsens"": 1, ""under"": 3, ""falls"": 1, ""fall"": 1, ""less"": 3, ""least"": 2, ""worse"": 1, ""declining"": 2, ""declines"": 1, ""risk"": 4, ""lower"": 1, ""decline"": 2, ""below"": 1, ""deteriorated"": 1, ""weakening"": 1}"
2012-08-21,"Address by Gill Marcus, Governor of the South African Reserve Bank at the Noah Gala fund-raising dinner, Sandton, 21st August 2012",Gill Marcus,pdf,0.9593,91,32,3049,"{""more"": 6, ""positive"": 4, ""achieve"": 2, ""stronger"": 1, ""success"": 1, ""improve"": 1, ""growth"": 43, ""larger"": 1, ""risen"": 1, ""growing"": 1, ""increases"": 3, ""increased"": 3, ""improved"": 1, ""increase"": 5, ""most"": 3, ""high"": 1, ""higher"": 4, ""grow"": 2, ""up"": 2, ""strong"": 2, ""grew"": 3, ""strength"": 1}","{""difficult"": 3, ""negative"": 6, ""deteriorating"": 2, ""declined"": 4, ""shrunk"": 1, ""under"": 2, ""declining"": 1, ""challenges"": 3, ""worst"": 1, ""below"": 1, ""deteriorate"": 1, ""challenging"": 2, ""weak"": 1, ""down"": 1, ""risks"": 1, ""decline"": 2}"
2012-09-05,"Address by Gill Marcus, Governor of the South African Reserve Bank, at the launch of the communications campaign for the Mandela banknote series. South African Reserve Bank, Pretoria, Wednesday, 5 September 2012",Gill Marcus,pdf,2.0,4,0,869,"{""good"": 1, ""best"": 1, ""growth"": 1, ""more"": 1}",{}
2012-09-06,"Address by Deputy Governor Daniel Mminele at the SWIFT Business Forum, Johannesburg, 06 September 2012",Deputy Governor Daniel Mminele,pdf,0.9254,49,18,2917,"{""good"": 1, ""best"": 5, ""higher"": 1, ""strong"": 1, ""most"": 3, ""growth"": 3, ""largest"": 1, ""increasing"": 2, ""greater"": 1, ""grow"": 1, ""opportunities"": 2, ""opportunity"": 3, ""leading"": 2, ""up"": 2, ""achieved"": 2, ""achievements"": 3, ""increase"": 2, ""more"": 4, ""highest"": 2, ""grown"": 1, ""record"": 1, ""encouraged"": 1, ""achievement"": 2, ""high"": 1, ""improving"": 2}","{""least"": 1, ""smaller"": 1, ""failure"": 1, ""decline"": 1, ""less"": 1, ""under"": 1, ""shrinking"": 1, ""low"": 1, ""risks"": 1, ""risk"": 6, ""fails"": 1, ""challenges"": 1, ""difficult"": 1}"
2012-10-02,"Address by Gill Marcus, Governor of the South African Reserve Bank to the Nordic Business Chamber of South Africa, 2 October 2012",Gill Marcus,pdf,1.038,120,38,3953,"{""good"": 1, ""grown"": 1, ""growth"": 31, ""improve"": 2, ""increases"": 3, ""high"": 3, ""higher"": 3, ""rising"": 4, ""grow"": 4, ""grew"": 2, ""strong"": 2, ""strengthened"": 1, ""up"": 4, ""stronger"": 3, ""better"": 1, ""rose"": 1, ""rise"": 1, ""increased"": 7, ""more"": 18, ""increasing"": 1, ""increase"": 2, ""above"": 1, ""encouraging"": 1, ""achieving"": 3, ""larger"": 2, ""achieve"": 3, ""most"": 5, ""greatest"": 1, ""opportunity"": 1, ""greater"": 2, ""certain"": 1, ""growing"": 1, ""achieved"": 1, ""expand"": 2, ""opportunities"": 1}","{""uncertainty"": 1, ""challenges"": 2, ""weakened"": 1, ""risks"": 4, ""weak"": 2, ""risk"": 6, ""least"": 1, ""deteriorated"": 1, ""falls"": 1, ""difficult"": 3, ""low"": 1, ""less"": 2, ""decline"": 2, ""declining"": 1, ""decreases"": 1, ""under"": 1, ""negative"": 1, ""weaken"": 1, ""fall"": 2, ""lower"": 3, ""declined"": 1}"
2012-10-02,"Address by Daniel Mminele, Deputy Governor of the South African Reserve Bank, at the Gordon Institute of Business Science Conference on Flourishing in Financial Markets Post Crisis – How do we achieve this? Johannesburg, 2 October 2012",Daniel Mminele,pdf,1.0256,59,19,2554,"{""achieve"": 6, ""good"": 4, ""growth"": 4, ""rising"": 1, ""larger"": 1, ""success"": 1, ""encouraged"": 1, ""increased"": 3, ""improving"": 1, ""more"": 6, ""encouraging"": 2, ""strengthened"": 1, ""better"": 5, ""successful"": 1, ""up"": 1, ""certain"": 1, ""most"": 2, ""best"": 5, ""improvement"": 1, ""higher"": 1, ""strengthening"": 2, ""achieving"": 1, ""strong"": 1, ""achieved"": 1, ""strength"": 2, ""opportunities"": 1, ""positive"": 1, ""opportunity"": 2}","{""deteriorating"": 1, ""lower"": 2, ""risks"": 5, ""weaknesses"": 1, ""least"": 2, ""failure"": 1, ""risk"": 5, ""under"": 1, ""challenge"": 1}"
2012-10-10,"Address by Gill Marcus, Governor of the South African Reserve Bank to the Rhodes University Business School strategic conversation series, Grahamstown, 10 October 2012.",Gill Marcus,pdf,0.5155,61,36,3732,"{""opportunity"": 2, ""growth"": 6, ""more"": 11, ""increasing"": 1, ""success"": 1, ""up"": 6, ""rewards"": 1, ""increased"": 3, ""increases"": 3, ""rise"": 1, ""expansion"": 2, ""increase"": 2, ""leading"": 1, ""greater"": 3, ""certain"": 1, ""high"": 4, ""most"": 3, ""larger"": 1, ""higher"": 1, ""achieved"": 1, ""above"": 1, ""achieve"": 1, ""strengthen"": 1, ""better"": 1, ""good"": 2, ""growing"": 1}","{""negative"": 6, ""below"": 1, ""less"": 1, ""under"": 3, ""shrinking"": 1, ""failure"": 1, ""down"": 1, ""risk"": 2, ""uncertainty"": 1, ""downturn"": 3, ""decreases"": 1, ""fall"": 1, ""declines"": 2, ""weak"": 2, ""risks"": 1, ""difficult"": 5, ""challenging"": 2, ""low"": 1, ""challenge"": 1}"
2012-10-12,"Address by Gill Marcus, Governor of the South African Reserve Bank, at the Partners in Performance 2012 Celebration Lunch at the Maths Centre, Braamfontein, 12 October 2012",Gill Marcus,pdf,0.6789,73,36,4307,"{""good"": 2, ""achieved"": 3, ""grow"": 1, ""more"": 10, ""greater"": 1, ""better"": 2, ""increase"": 2, ""highest"": 1, ""successes"": 1, ""opportunities"": 2, ""most"": 5, ""success"": 5, ""achievement"": 3, ""high"": 4, ""higher"": 1, ""successful"": 3, ""excellent"": 1, ""best"": 5, ""above"": 1, ""up"": 4, ""positive"": 3, ""improvement"": 1, ""strength"": 1, ""progress"": 1, ""achieve"": 1, ""strong"": 1, ""opportunity"": 4, ""improving"": 1, ""increasing"": 1, ""deliver"": 1, ""growth"": 1}","{""under"": 1, ""low"": 1, ""risk"": 1, ""least"": 5, ""failing"": 1, ""failure"": 1, ""fall"": 3, ""declined"": 1, ""decreased"": 2, ""down"": 1, ""decrease"": 1, ""difficult"": 1, ""less"": 2, ""challenges"": 3, ""challenge"": 11, ""challenging"": 1}"
2012-10-12,Address by Francois Groepe Deputy Governor of the South African Reserve Bank 3rd UBS Economics Conference Cape Town 12 October 2012,Francois Groepe Deputy Governor,pdf,1.3005,151,32,3344,"{""growth"": 61, ""most"": 4, ""achievement"": 1, ""opportunity"": 1, ""successful"": 1, ""high"": 4, ""higher"": 5, ""rising"": 2, ""expands"": 1, ""rise"": 1, ""positive"": 4, ""more"": 8, ""achieving"": 6, ""achieved"": 4, ""achieve"": 3, ""strengthen"": 1, ""up"": 3, ""opportunities"": 3, ""improved"": 3, ""strengthened"": 1, ""above"": 1, ""better"": 4, ""improve"": 2, ""increasing"": 1, ""improvement"": 1, ""increase"": 3, ""succeed"": 1, ""improving"": 3, ""certainty"": 1, ""growing"": 2, ""increased"": 3, ""risen"": 1, ""greater"": 3, ""increases"": 2, ""exceeded"": 1, ""encouraged"": 1, ""delivers"": 1, ""best"": 2, ""delivering"": 1}","{""less"": 6, ""low"": 7, ""difficult"": 2, ""challenges"": 2, ""decrease"": 1, ""challenging"": 1, ""uncertain"": 1, ""down"": 1, ""negative"": 1, ""uncertainty"": 1, ""declined"": 3, ""risk"": 2, ""lower"": 1, ""weaknesses"": 1, ""weak"": 1, ""under"": 1}"
2012-10-14,"Address by Daniel Mminele, Deputy Governor of the South African Reserve Bank, at the JP Morgan Investor Seminar, ANA Intercontinental Hotel, Tokyo, 14 October 2012",Daniel Mminele,pdf,0.422,66,43,2817,"{""growth"": 19, ""good"": 1, ""most"": 6, ""expansion"": 3, ""stronger"": 2, ""grown"": 1, ""best"": 2, ""above"": 2, ""up"": 4, ""higher"": 5, ""more"": 8, ""strong"": 2, ""encouraged"": 1, ""strongest"": 1, ""increased"": 1, ""largest"": 2, ""solid"": 1, ""greater"": 1, ""encouraging"": 1, ""strength"": 1, ""high"": 1, ""increase"": 1}","{""challenge"": 2, ""down"": 1, ""risk"": 9, ""lower"": 3, ""downturn"": 1, ""fallen"": 2, ""below"": 3, ""negative"": 1, ""less"": 2, ""decline"": 2, ""declined"": 1, ""risks"": 3, ""low"": 2, ""failure"": 1, ""least"": 1, ""worst"": 1, ""deteriorating"": 1, ""challenges"": 3, ""disappointing"": 1, ""weakness"": 1, ""failing"": 1, ""weakening"": 1}"
2012-10-19,"Address by Francois Groepe, Deputy Governor of the South African Reserve Bank, at the AHI National Congress, hosted at the Skukuza Convention Centre, Kruger National Park, 19 October 2012",Francois Groepe,pdf,1.1892,118,30,3928,"{""pleased"": 1, ""most"": 12, ""higher"": 5, ""more"": 21, ""high"": 6, ""opportunities"": 9, ""highest"": 2, ""achievements"": 2, ""achieved"": 1, ""certain"": 1, ""improved"": 1, ""rising"": 1, ""growth"": 12, ""encouraging"": 1, ""increasing"": 2, ""increase"": 3, ""expanding"": 2, ""greater"": 1, ""improve"": 2, ""expansion"": 3, ""growing"": 2, ""opportunity"": 1, ""grow"": 1, ""above"": 1, ""improvements"": 2, ""improvement"": 1, ""progress"": 1, ""increased"": 2, ""successful"": 1, ""improves"": 2, ""certainty"": 1, ""better"": 2, ""best"": 3, ""largest"": 3, ""larger"": 2, ""increases"": 1, ""accomplish"": 1, ""expand"": 2, ""success"": 1}","{""challenge"": 1, ""challenges"": 6, ""less"": 7, ""decline"": 1, ""under"": 2, ""falls"": 1, ""lower"": 1, ""low"": 6, ""risks"": 2, ""risk"": 1, ""obstacles"": 1, ""falling"": 1}"
2012-10-24,"Introductory remarks by Lesetja Kganyago, Deputy Governor of the South African Reserve Bank, at the launch of the September 2012 Financial Stability Review 24 October 2012",Lesetja Kganyago,pdf,-0.1818,20,24,1126,"{""growth"": 8, ""increased"": 4, ""high"": 1, ""improved"": 1, ""increases"": 1, ""increasing"": 1, ""progress"": 1, ""strengthening"": 1, ""strengthened"": 1, ""more"": 1}","{""risk"": 4, ""risks"": 2, ""challenging"": 2, ""weak"": 1, ""negative"": 1, ""threats"": 2, ""uncertainty"": 2, ""challenges"": 2, ""uncertain"": 3, ""down"": 1, ""declining"": 1, ""weakening"": 1, ""decline"": 1, ""under"": 1}"
2012-10-31,"Address by Daniel Mminele, Deputy Governor, South African Reserve Bank, at the G-20 Study Group, 31 October 2012, Southern Sun Pretoria",Daniel Mminele,pdf,0.9515,76,27,4148,"{""opportunities"": 4, ""good"": 1, ""best"": 3, ""better"": 1, ""highest"": 1, ""more"": 12, ""most"": 2, ""growth"": 14, ""up"": 6, ""achieve"": 1, ""strengthening"": 3, ""strong"": 4, ""strengthen"": 4, ""achieving"": 2, ""progress"": 1, ""succeed"": 1, ""leading"": 2, ""grows"": 1, ""opportunity"": 3, ""improving"": 1, ""encouraged"": 1, ""improvement"": 1, ""increasing"": 1, ""growing"": 2, ""expansion"": 1, ""successful"": 2, ""increased"": 1}","{""challenges"": 5, ""under"": 3, ""risks"": 1, ""threat"": 2, ""least"": 1, ""challenge"": 7, ""obstacle"": 1, ""difficulty"": 2, ""low"": 1, ""difficult"": 1, ""less"": 1, ""negative"": 1, ""risk"": 1}"
2012-11-28,"Address by Daniel Mminele, Deputy Governor of the South African Reserve Bank, at the Tradition dinner, Johannesburg, 28 November 2012",Daniel Mminele,pdf,0.4651,53,33,2815,"{""good"": 1, ""success"": 3, ""growth"": 12, ""more"": 7, ""above"": 2, ""increasing"": 2, ""stronger"": 1, ""greater"": 3, ""achieved"": 1, ""encouraged"": 1, ""most"": 1, ""increased"": 3, ""increases"": 1, ""strong"": 1, ""up"": 2, ""grow"": 1, ""positive"": 1, ""higher"": 6, ""certain"": 1, ""grew"": 1, ""improving"": 1, ""rising"": 1}","{""failing"": 1, ""under"": 5, ""below"": 1, ""risk"": 1, ""low"": 5, ""smaller"": 1, ""challenges"": 2, ""least"": 1, ""risks"": 4, ""threat"": 1, ""lower"": 1, ""less"": 2, ""negative"": 3, ""weakened"": 1, ""deteriorated"": 1, ""weakness"": 1, ""dropping"": 1, ""difficult"": 1}"
2012-11-30,"Address by Francois Groepe, Deputy Governor of the South African Reserve, Bank (SARB), at the launch of SAICA Northern Region Trainees Committee, hosted at the KPMG Crescent Building, Park Town, on 29 November 2012 ",Francois Groepe,pdf,0.4127,38,25,1401,"{""better"": 1, ""delivering"": 1, ""most"": 3, ""growth"": 13, ""increase"": 1, ""higher"": 2, ""leading"": 1, ""increased"": 1, ""expanded"": 1, ""risen"": 1, ""above"": 2, ""record"": 1, ""more"": 1, ""positive"": 2, ""strength"": 1, ""best"": 1, ""improved"": 2, ""up"": 1, ""succeeds"": 1, ""achieve"": 1}","{""less"": 2, ""risks"": 1, ""disappoint"": 1, ""uncertainty"": 2, ""lower"": 1, ""risk"": 1, ""challenging"": 1, ""down"": 1, ""deteriorate"": 1, ""declined"": 1, ""decline"": 2, ""low"": 2, ""shrunk"": 2, ""under"": 1, ""deteriorating"": 1, ""challenges"": 3, ""challenge"": 2}"
2013-03-07,"Address by Mr Daniel Mminele, Deputy Governor, South African Reserve Bank, at the Institutional Investor, Africa Sovereign Funds Roundtable, Cape Town, 07 March 2013",Daniel Mminele,pdf,0.1682,58,49,3281,"{""good"": 4, ""opportunity"": 4, ""strengthening"": 3, ""increase"": 4, ""higher"": 6, ""achieving"": 1, ""progress"": 1, ""up"": 6, ""achieved"": 1, ""exceeds"": 1, ""more"": 9, ""most"": 2, ""delivering"": 1, ""best"": 2, ""improving"": 2, ""improvement"": 1, ""greater"": 3, ""improve"": 1, ""high"": 1, ""solid"": 2, ""rise"": 1, ""increased"": 1, ""rising"": 1}","{""negative"": 1, ""low"": 5, ""penalties"": 1, ""risk"": 30, ""under"": 1, ""risks"": 1, ""challenge"": 1, ""challenges"": 5, ""worse"": 1, ""lower"": 1, ""challenging"": 1, ""difficult"": 1}"
2013-03-08,"Address by Gill Marcus, Governor of the South African Reserve Bank, at the workshop on “The Outlook for Financial Markets, for their Governance and for Finance,” Cernobbio, Italy 8-9 March, 2013 ",Gill Marcus,pdf,0.5938,83,45,3278,"{""opportunity"": 1, ""growth"": 19, ""most"": 7, ""stronger"": 2, ""positive"": 2, ""grow"": 2, ""more"": 10, ""increase"": 3, ""grew"": 2, ""largest"": 1, ""growing"": 1, ""higher"": 3, ""increased"": 2, ""increasing"": 1, ""up"": 2, ""rising"": 3, ""certainty"": 1, ""risen"": 1, ""improves"": 1, ""increases"": 2, ""achieved"": 1, ""expanded"": 1, ""achieving"": 1, ""above"": 2, ""high"": 3, ""improve"": 1, ""strong"": 1, ""strengthen"": 1, ""improved"": 1, ""improvements"": 1, ""progressing"": 1, ""good"": 1, ""opportunities"": 1, ""success"": 1}","{""challenging"": 3, ""downturn"": 1, ""difficult"": 2, ""weakness"": 1, ""lower"": 4, ""less"": 2, ""decline"": 4, ""negative"": 4, ""below"": 1, ""risk"": 7, ""disappointing"": 1, ""weak"": 2, ""low"": 4, ""declined"": 2, ""under"": 2, ""risks"": 1, ""challenge"": 3, ""challenges"": 1}"
2013-04-09,"Address by Rashad Cassim, Head of Research, South African Reserve Bank at the Reuters Economist of the year awards.",Rashad Cassim,pdf,1.2131,49,12,2761,"{""strong"": 2, ""best"": 1, ""more"": 9, ""growth"": 15, ""growing"": 3, ""expanded"": 1, ""high"": 1, ""increase"": 2, ""better"": 2, ""most"": 5, ""good"": 2, ""above"": 1, ""increases"": 1, ""improve"": 1, ""achieved"": 1, ""excellent"": 1, ""opportunity"": 1}","{""difficult"": 3, ""challenging"": 1, ""less"": 1, ""risks"": 1, ""below"": 1, ""difficulty"": 1, ""failure"": 1, ""risk"": 1, ""challenge"": 2}"
2013-04-09,"Address by Francois GroepeDeputy Governor of the South African Reserve Bank, IRBA’S Public Practice Examination Function - Johannesburg:9 April 2013",Francois GroepeDeputy Governor,pdf,1.2105,61,15,2121,"{""growth"": 9, ""most"": 3, ""achieved"": 2, ""beat"": 1, ""strength"": 1, ""best"": 2, ""high"": 3, ""good"": 4, ""opportunities"": 2, ""more"": 5, ""improve"": 5, ""up"": 3, ""better"": 1, ""improvement"": 3, ""greater"": 1, ""above"": 2, ""certain"": 1, ""improvements"": 1, ""higher"": 1, ""increase"": 1, ""largest"": 1, ""rise"": 1, ""grow"": 1, ""opportunity"": 1, ""improved"": 2, ""grows"": 1, ""succeeds"": 1, ""achievement"": 1, ""progress"": 1}","{""risk"": 1, ""below"": 3, ""under"": 1, ""risky"": 1, ""shrunk"": 1, ""less"": 1, ""challenging"": 1, ""declined"": 1, ""decline"": 1, ""low"": 1, ""challenges"": 3}"
2013-04-19,"Address by Gill Marcus, Governor of the South African Reserve Bank at the Southern African-German Chamber of Commerce and Industry luncheon, Johannesburg, 19 April 2013",Gill Marcus,pdf,0.637,89,46,3600,"{""high"": 7, ""growth"": 18, ""better"": 3, ""rising"": 2, ""more"": 10, ""progress"": 2, ""higher"": 4, ""certain"": 1, ""positive"": 3, ""up"": 2, ""most"": 5, ""improvement"": 2, ""increased"": 3, ""increase"": 2, ""opportunities"": 1, ""growing"": 1, ""grow"": 1, ""largest"": 2, ""strong"": 5, ""expansion"": 1, ""improve"": 2, ""risen"": 1, ""increases"": 1, ""success"": 2, ""expand"": 1, ""greater"": 2, ""highest"": 1, ""record"": 1, ""best"": 1, ""achieve"": 1, ""strengthened"": 1}","{""challenging"": 2, ""less"": 1, ""risk"": 2, ""least"": 1, ""low"": 6, ""down"": 1, ""risks"": 4, ""below"": 2, ""weak"": 6, ""downturn"": 1, ""worse"": 1, ""difficult"": 2, ""challenges"": 2, ""worst"": 1, ""negative"": 2, ""fall"": 1, ""weakness"": 1, ""under"": 1, ""decline"": 1, ""deteriorating"": 1, ""lowest"": 1, ""weaknesses"": 1, ""fell"": 1, ""falls"": 1, ""deteriorated"": 1, ""uncertainty"": 1, ""challenge"": 1}"
2013-05-30,"Address by Deputy Governor Daniel Mminele at the 7th Annual Financial Markets Department Cocktail, 30 May 2013",Deputy Governor Daniel Mminele,pdf,0.4615,56,35,2949,"{""good"": 4, ""progress"": 4, ""more"": 9, ""opportunity"": 3, ""best"": 1, ""most"": 5, ""up"": 2, ""rewarding"": 1, ""success"": 2, ""improvement"": 2, ""higher"": 2, ""strengthening"": 1, ""growing"": 1, ""larger"": 1, ""increasing"": 2, ""increased"": 2, ""increase"": 3, ""rise"": 1, ""achieving"": 1, ""growth"": 1, ""certain"": 1, ""deliver"": 1, ""high"": 2, ""improve"": 1, ""better"": 1, ""rising"": 1, ""achieved"": 1}","{""challenging"": 1, ""least"": 1, ""challenges"": 6, ""uncertain"": 1, ""risks"": 4, ""unsettled"": 1, ""decline"": 2, ""risk"": 7, ""declines"": 3, ""weakness"": 1, ""lower"": 1, ""declined"": 1, ""difficult"": 1, ""less"": 1, ""risky"": 1, ""low"": 2, ""negative"": 1}"
2013-06-06,"Address by Gill Marcus, Governor of the South African Reserve Bank to the Bureau for Economic Research Annual Conference, Sandton, 6 June 2013",Gill Marcus,pdf,0.1734,94,79,4457,"{""delivered"": 1, ""expanding"": 2, ""growth"": 30, ""more"": 13, ""increasing"": 4, ""rising"": 2, ""up"": 6, ""grow"": 1, ""grew"": 1, ""high"": 7, ""expansion"": 2, ""increased"": 2, ""most"": 4, ""exceeds"": 1, ""positive"": 2, ""higher"": 1, ""above"": 3, ""greater"": 2, ""increases"": 2, ""increase"": 3, ""best"": 2, ""achievements"": 1, ""strong"": 1, ""expanded"": 1}","{""worse"": 1, ""least"": 1, ""challenges"": 7, ""low"": 13, ""risks"": 8, ""risk"": 6, ""uncertainty"": 2, ""deteriorated"": 1, ""weak"": 4, ""lower"": 4, ""difficult"": 5, ""challenge"": 2, ""lowest"": 1, ""below"": 3, ""declining"": 1, ""threat"": 1, ""uncertain"": 1, ""under"": 5, ""negative"": 2, ""less"": 2, ""weakness"": 1, ""risky"": 1, ""fall"": 2, ""fell"": 1, ""failure"": 2, ""difficulty"": 1, ""drop"": 1}"
2013-06-26,"Address by Gill Marcus, Governor of the South African Reserve Bank, to the FM Top Companies awards function Johannesburg, 26 June 2013",Gill Marcus,pdf,1.1314,137,38,3400,"{""best"": 2, ""high"": 12, ""good"": 2, ""strength"": 5, ""grow"": 6, ""more"": 18, ""achievements"": 1, ""growth"": 26, ""rising"": 3, ""higher"": 5, ""strong"": 8, ""strengthen"": 1, ""increase"": 2, ""most"": 3, ""above"": 1, ""enjoy"": 1, ""strengths"": 3, ""opportunities"": 3, ""greater"": 1, ""positive"": 1, ""progress"": 2, ""expand"": 1, ""improve"": 1, ""certain"": 1, ""certainty"": 2, ""improved"": 2, ""improvement"": 1, ""expanded"": 1, ""encouraging"": 1, ""growing"": 5, ""increased"": 3, ""rise"": 1, ""up"": 4, ""increases"": 1, ""greatest"": 1, ""larger"": 1, ""succeed"": 1, ""successful"": 1, ""largest"": 1, ""opportunity"": 1, ""successes"": 1}","{""difficult"": 8, ""uncertain"": 3, ""challenges"": 1, ""least"": 3, ""worse"": 1, ""lower"": 2, ""weak"": 3, ""low"": 4, ""risk"": 1, ""risks"": 5, ""weakness"": 1, ""declined"": 1, ""less"": 1, ""down"": 1, ""fall"": 1, ""fell"": 1, ""below"": 1}"
2013-07-23,"Address by Deputy Governor Francois Groepe to the the SAICA Southern Region Trainee Accountant Society, Port Elizabeth, 23 July 2013",Deputy Governor Francois Groepe,pdf,0.7119,40,19,1796,"{""growth"": 12, ""opportunity"": 1, ""best"": 2, ""rising"": 1, ""strong"": 1, ""most"": 2, ""risen"": 1, ""increase"": 1, ""higher"": 1, ""increases"": 1, ""achieving"": 1, ""achievement"": 2, ""more"": 3, ""positive"": 1, ""strength"": 1, ""opportunities"": 2, ""good"": 2, ""high"": 1, ""improved"": 2, ""improvement"": 1, ""up"": 1}","{""lower"": 2, ""down"": 2, ""risks"": 1, ""weakened"": 1, ""disappointing"": 1, ""low"": 1, ""risk"": 2, ""difficult"": 1, ""weakness"": 1, ""deteriorating"": 1, ""challenges"": 4, ""weak"": 1, ""challenge"": 1}"
2013-07-26,Address by Governor Gill Marcus at the Ninety-Third annual Ordinary General Meeting (AGM) of shareholders,Governor Gill Marcus,pdf,0.3188,40,29,2034,"{""growth"": 8, ""most"": 3, ""improving"": 1, ""rising"": 3, ""up"": 4, ""strong"": 1, ""more"": 1, ""expanded"": 3, ""good"": 2, ""progress"": 1, ""increasing"": 1, ""increased"": 3, ""success"": 1, ""increase"": 2, ""improve"": 1, ""growing"": 1, ""best"": 1, ""high"": 1, ""above"": 1, ""increases"": 1}","{""difficult"": 1, ""challenges"": 3, ""risks"": 6, ""down"": 3, ""downturn"": 1, ""challenge"": 1, ""uncertain"": 1, ""weakened"": 1, ""challenging"": 1, ""under"": 1, ""low"": 7, ""weakening"": 1, ""decreased"": 1, ""least"": 1}"
2013-07-31,"Address by Governor Gill Marcus at the 26th Annual Labour Law Conference, 31 July 2013",Governor Gill Marcus,pdf,1.1048,163,47,4707,"{""up"": 8, ""succeed"": 1, ""above"": 3, ""better"": 3, ""most"": 11, ""growth"": 36, ""increased"": 4, ""rising"": 6, ""high"": 13, ""more"": 21, ""higher"": 6, ""grows"": 2, ""rise"": 5, ""strong"": 2, ""increasing"": 1, ""greater"": 2, ""improve"": 2, ""achieve"": 2, ""opportunities"": 4, ""successful"": 1, ""improving"": 2, ""highest"": 1, ""progress"": 4, ""increase"": 2, ""grow"": 2, ""growing"": 4, ""larger"": 2, ""positive"": 1, ""increases"": 1, ""expands"": 1, ""strengthens"": 1, ""expanding"": 1, ""greatest"": 1, ""exceed"": 1, ""leading"": 1, ""certain"": 2, ""strengthen"": 1, ""encouraging"": 2}","{""uncertainty"": 1, ""challenges"": 4, ""least"": 3, ""below"": 2, ""risk"": 1, ""fall"": 1, ""difficult"": 6, ""less"": 3, ""low"": 11, ""lower"": 6, ""declining"": 2, ""weaknesses"": 2, ""fell"": 1, ""smaller"": 2, ""threat"": 1, ""weaken"": 1}"
