id,publish_date,llm_score,llm_label,llm_on_topic,llm_quote
2016-02-18_463,2016-02-18,0.1,neutral,False,the topic of conduct and culture is of great importance and highly relevant to the global banking and financial sector
2016-02-19_464,2016-02-19,1.3,strongly hawkish,True,we cannot tolerate multiple simultaneous shocks that are likely to keep inflation elevated for two years. Shocks of this nature raise the risk that inflation expectations for the coming years will recalibrate to a significantly higher level
2016-04-16_465,2016-04-16,0.8,strongly hawkish,True,monetary policy cannot afford to be complacent and should strive to manage inflation expectations to ensure that these shocks do not result in second-round impacts and a generalised increase in prices
2016-04-21_466,2016-04-21,0.2,leaning hawkish,False,the 75 basis points of interest rate increases by the Monetary Policy Committee in 2016 seemed to assure the market of the Bank's commitment to maintain price stability
2016-06-02_467,2016-06-02,1.2,strongly hawkish,True,"the Bank is of the view that, since January 2014, it has not been appropriate for it to look through supply shocks that drive inflation above 6 per cent. At that time, the Bank forecasted an extended breach of the target if it did not act. The risks around its forecast implied that second-round effects would manifest if it did not act to prevent them."
2016-06-07_468,2016-06-07,0.2,leaning hawkish,False,the Bank will continue to endeavor to provide an environment that supports a strong and robust economy through the pursuit of price and financial stability
2016-06-30_469,2016-06-30,0.3,leaning hawkish,True,"the MPC felt the need to move to a less accommodative stance. Thus, the repurchase rate was increased from a low of 5 per cent in January 2014 to 7 per cent as of May"
2016-07-06_470,2016-07-06,1.2,strongly hawkish,True,"Monetary policy is this external force that is required to bring down inflationary expectations from elevated levels...the MPC is sensitive to the possible negative effects of policy tightening on cyclical growth, but will remain focused on the mandate of maintaining price stability"
2016-07-07_471,2016-07-07,0.3,leaning hawkish,True,"South Africa's policy rate has been adjusted upwards by 200 basis points since January 2014, in line with rising inflation risks"
2016-07-25_472,2016-07-25,0.0,neutral,False,"the time has come to look to the future, embrace change, and continue on the path by providing clear and unambiguous direction of where we want to see the future payment system"
2016-07-27_473,2016-07-27,0.3,leaning hawkish,True,the MPC felt that local and international developments since our last meeting in May in relation to inflation and growth overall justified a pause in the hiking cycle at the July meeting. The situation will continue to be monitored closely as the risks to the inflation forecast are assessed to continue to be tilted to the upside
2016-07-29_474,2016-07-29,-0.5,leaning dovish,True,"the MPC remains ready to respond to renewed inflation pressures, it remains mindful of the weak state of the economy and will continue to support the economy to the extent possible within its flexible inflation targeting remit"
2016-08-04_475,2016-08-04,0.0,neutral,False,"The move to this settlement cycle is a welcome development that contributes towards our continuous efforts to improve the efficiency of, and reduce the risk in, our financial market systems and infrastructures."
2016-08-12_476,2016-08-12,0.2,leaning hawkish,True,"Since January 2014, we have been in a gradual tightening cycle, with a cumulative increase of 200 basis points since then...The moderate nature of the tightening cycle is due to our concern over the growth outlook; the tightening would have been more aggressive had the economy been more buoyant. Furthermore, real interest rates remain relatively low, implying an accommodative monetary policy stance despite the tightening."
2016-08-23_477,2016-08-23,0.0,neutral,False,the SARB has taken the initiative to organise this cybersecurity conference
2016-08-24_478,2016-08-24,0.8,strongly hawkish,True,"we have to do just that. Higher inflation begets higher interest rates. Lower inflation, alternatively, enhances the competitiveness of the economy and reduces interest rates, supporting investment, job creation, and poverty reduction"
2016-08-26_479,2016-08-26,0.8,strongly hawkish,True,the MPC is thus cognisant of the increased possibility of second-round effects if the shock is to food prices
2016-09-07_480,2016-09-07,1.2,strongly hawkish,True,"At a minimum, we needed to defend the upper end of the target range, ensuring that inflation expectations did not stray from the target entirely. The policy response helped to prevent investors from demanding higher interest rates to compensate for inflation risk, limiting the rise in longer-term borrowing costs. In our second-best world, a gradual and cautious rise in rates was an appropriate means of countering rising inflation expectations."
2016-09-27_481,2016-09-27,0.3,leaning hawkish,True,the SARB raised its repurchase rate by 200 basis points in six instalments between January 2014 and March 2016 to the current 7 per cent...to avoid the rapid rand depreciation feeding into significantly higher inflation and leading to an unhooking of inflation expectations
2016-09-30_482,2016-09-30,0.1,neutral,False,we also need to keep in mind that there is a key trade-off between inclusion and maintaining the integrity of the financial system; a balanced regulatory and supervisory approach is therefore required
2016-10-04_483,2016-10-04,0.3,leaning hawkish,True,we see the bar for a cut in interest rates as being set high
2016-10-20_484,2016-10-20,0.3,leaning hawkish,True,the bar for any future rate cuts has been set very high
2016-11-25_485,2016-11-25,0.8,strongly hawkish,True,"given pricing behaviour in the economy, achieving lower rates as soon as possible may not have benign consequences for inflation expectations and competitiveness. Given our current forecast trajectory, we may be closer to the end of the hiking cycle, but the bar for cutting rates is very high."
2016-12-09_486,2016-12-09,0.1,neutral,False,the South African banking sector remains profitable and adequately capitalised is not a cause for complacency
2017-01-26_487,2017-01-26,0.0,neutral,False,"The G-20 has taken much action over the years, but the global economic recovery has nevertheless been less than inspiring."
2017-02-01_488,2017-02-01,0.0,neutral,False,"the investment financing gap in Africa is huge, and closing this gap is a top priority in order to put the continent on a path of higher and more sustainable growth and development"
2017-02-24_489,2017-02-24,0.1,neutral,True,"the Monetary Policy Committee (MPC) has increased the repurchase rate gradually since January 2014, by a total of 200 basis points, to the current level of 7,0 per cent"
2017-03-02_490,2017-03-02,0.0,neutral,False,We have called today's media briefing to make South Africans aware of the opportunity to buy shares of the South African Reserve Bank (SARB).
2017-04-04_491,2017-04-04,-0.3,leaning dovish,True,we may have reached the end of the moderate tightening cycle
2017-04-25_492,2017-04-25,0.3,leaning hawkish,True,the larger policy framework is the right one... It does more for South Africa than the alternatives would because it allows for flexibility while being grounded in how to best support long-term sustainable economic growth
2017-05-05_493,2017-05-05,0.0,neutral,False,the process has to be well thought through in terms of timing and sequencing in order to minimise costs and unintended consequences
2017-06-01_494,2017-06-01,0.0,neutral,False,"the initiatives which we have thus far embarked on are not about creating rules of conduct, but are meant to be guiding principles intended to create consensus on the standards of market practice"
2017-06-08_495,2017-06-08,0.3,leaning hawkish,True,"the inflation trajectory was uncomfortably close to the upper end of the target range, and with inflation expectations still anchored at the upper end, it means that any adverse shock could take us quite quickly outside the target range"
2017-06-10_496,2017-06-10,0.0,neutral,False,"In my address this evening, I would prefer to talk about the governance of monetary policy decision-making processes and our accountability as the country's central bank."
2017-06-19_497,2017-06-19,0.0,neutral,False,"the short-term outlook is an optimistic one, there is general recognition that we cannot afford to be complacent"
2017-06-19_498,2017-06-19,0.3,leaning hawkish,True,"if we can keep inflation lower, anchoring inflation expectations, that should in turn generate a lower rate of interest to support the economy. Unfortunately, we also have to worry about higher inflation if things go wrong"
2017-07-21_499,2017-07-21,0.0,neutral,False,"The MPC Schools Challenge is therefore a contribution by the SA Reserve Bank towards improving the understanding by young South Africans of how the economy works, why high inflation is bad for an economy and how the Monetary Policy Committee makes decisions."
2017-07-25_500,2017-07-25,0.2,leaning hawkish,True,"Policy rates in most of the advanced economies could eventually follow the US path towards gradual normalisation, and central bank balance sheets could probably decline to levels more consistent with 'normal' central banking operations"
2017-07-28_501,2017-07-28,-0.3,leaning dovish,True,"the MPC reduced the repo rate by 25 basis points, to 6.75% per annum"
2017-08-02_502,2017-08-02,0.1,neutral,False,stress testing forms an important component of the financial stability framework in South Africa
2017-08-15_503,2017-08-15,0.0,neutral,False,"Monetary integration is easy to explain, but tough to maintain. It usually comes with additional necessities, for each participating country and for the community as a whole."
2017-08-18_504,2017-08-18,0.0,neutral,False,"the role of ensuring price stability has not been undermined or minimised. It is as important and as relevant as ever, and remains a crucial pillar of central banking"
2017-08-22_505,2017-08-22,0.0,neutral,False,focusing analysis on financial services activities rather than on firms or technologies
2017-08-24_506,2017-08-24,0.0,neutral,False,"The purpose of today's workshop is to discuss the proposals outlined in the discussion paper that was published on 30 May 2017, which contains the joint views of the SARB and National Treasury on the design features of a possible deposit insurance scheme for South Africa."
2017-08-30_508,2017-08-30,0.3,leaning hawkish,True,"keeping inflation under control should be growth-friendly, which is just what the numbers show"
2017-09-26_509,2017-09-26,0.0,neutral,False,IFRS 9 certainly represents a major change for the banking industry. It is certainly a change that needs to be embraced.
2017-09-26_510,2017-09-26,0.0,neutral,False,"a sovereign rating is not a policy goal per se. Rather, it is a reflection of a broad range of economic, social, and political factors"
2017-10-05_512,2017-10-05,0.0,neutral,False,the SARB is committed in its support of innovation and the responsible improvement of the services offered to all our people in a manner that does not give rise to increased threats to the soundness or stability of the wider financial system
2017-10-05_513,2017-10-05,0.0,neutral,False,the SARB is committed in its support of innovation and the responsible improvement of the services offered to all our people in a manner that does not give rise to increased threats to the soundness or stability of the wider financial system
2017-10-16_514,2017-10-16,0.3,leaning hawkish,True,"it is not clear how much space exists, if at all, for additional policy rate cuts by the MPC in the coming quarters"
2017-10-30_515,2017-10-30,0.3,leaning hawkish,True,the risks to the inflation outlook appear presently too skewed to the upside to allow the SARB to embark on a sizable monetary stimulus without fears of a sustained overshoot in the inflation target range
2017-11-09_516,2017-11-09,-0.3,leaning dovish,True,we aim for a policy stance that balances short-term growth support with long-term disinflation
2017-11-24_517,2017-11-24,0.2,leaning hawkish,True,the MPC has to be cognisant of the possibility that the inflation outlook could deteriorate further...the best approach for the SARB is to minimise the number of threats to price and financial stability
2018-01-25_518,2018-01-25,0.0,neutral,False,Regulators should focus on regulatory principles that are risk-based rather than creating excessive rules-based regulations
2018-03-02_519,2018-03-02,0.1,neutral,False,"It is inevitable that monetary-policy normalization in the advanced economies will happen, and that the era of high global liquidity will come to an end."
2018-04-19_520,2018-04-19,0.0,neutral,False,fintech is the technology-enabled innovation in financial services as a result of the process of 'creative destruction'
2018-04-25_521,2018-04-25,0.0,neutral,False,the stability of the financial system in South Africa has improved notably since the previous FSR
2018-05-09_522,2018-05-09,-0.5,leaning dovish,True,"This improved inflation environment has contributed to a sounder macroeconomic environment, one where earnings are not eroded at an excessively fast rate. It has also afforded some room for monetary policy to remain accommodative for now and help foster improved economic growth."
2018-05-10_523,2018-05-10,0.0,neutral,False,"as we are on the eve of entering into the closed period for our next Monetary Policy Committee meeting, which starts on 22nd May, I shall refrain from any comments today"
2018-06-05_525,2018-06-05,0.0,neutral,False,Project Khokha was successful in that it proved that the typical daily volume of the South African payments system could be processed in less than two hours
2018-06-15_526,2018-06-15,0.0,neutral,False,"the SAA process also contains an important qualitative assessment, which can result in a portfolio construction that sits below the efficient frontier but which can efficiently be invested in"
2018-07-13_527,2018-07-13,0.2,leaning hawkish,False,"the SARB must, without fear or favour, ensure that the buying power of the currency is protected"
2018-07-27_528,2018-07-27,-0.5,leaning dovish,True,"The improved inflation outlook and below-potential growth afforded some space for monetary policy to be more accommodative... The MPC still assesses the monetary policy stance to be accommodative, and appropriate in the context of the current state of the economy."
2018-08-01_529,2018-08-01,0.1,neutral,False,"Should these risks materialise, it may become necessary to adjust monetary policy settings in the future to ensure that inflation remains more comfortably inside the target range and closer to the midpoint"
2018-08-01_530,2018-08-01,0.6,leaning hawkish,True,any decision to tolerate a bit more inflation for the sake of a little extra growth is also a decision to make inequality a bit worse
2018-08-14_531,2018-08-14,0.2,leaning hawkish,False,"inflation risks are to the upside, and our fiscal framework is vulnerable"
2018-08-17_532,2018-08-17,0.0,neutral,False,"The SARB believes the competition will raise the level of understanding of monetary policy, and contribute directly and indirectly to broad public economic education."
2018-08-23_533,2018-08-23,0.0,neutral,False,monetary policy cannot do – and that is: run an overly stimulative stance for a prolonged period of time in the hope of engineering a sustained pickup in growth
2018-08-28_534,2018-08-28,0.0,neutral,False,Conferences such as these are part of a collaborative effort in our mission to deepen our insights into and understanding of innovation and cybersecurity.
2018-09-25_535,2018-09-25,0.1,neutral,False,"the economy is expected to stage a gradual recovery over the next two years, as both domestic investment and export growth are forecast to rise. However, a modest cyclical rebound of this nature is insufficient to address the high levels of unemployment and inequality"
2018-10-02_536,2018-10-02,0.2,leaning hawkish,True,"the outlook for inflation has since deteriorated... the SARB's QPM model projects that in order to bring inflation back towards the target midpoint in the long run, five interest rate increases of 25 basis points each will be needed by the end of 2020"
2018-10-19_537,2018-10-19,0.3,leaning hawkish,False,"if inflation is rising and inflation expectations are getting out of control, the policy framework will tell you it's time to tighten, and an independent central bank will have the means to do so"
2018-10-19_538,2018-10-19,1.3,strongly hawkish,True,"if the inflation forecast plays out as expected, monetary policy tightening will be required to stop inflation, and potentially also inflation expectations, from moving outside of the SARB's target range for an extended period of time"
2018-10-23_539,2018-10-23,0.0,neutral,False,"the transition to new interest rate benchmarks is still uncertain, but the process has started to develop transition plans"
2018-11-01_540,2018-11-01,0.1,neutral,False,currency depreciation creates inflationary pressures. But many emerging market countries have strong central banks who can deal with this problem
2018-11-05_541,2018-11-05,0.0,neutral,False,"my address will firstly reflect on the journey of the SAMOS and SADC RTGS systems, respectively, focusing on highlights and also outlining the goals that we plan to achieve. Thereafter, I would like to reflect on the opportunities offered by financial technology (fintech)."
2018-11-27_542,2018-11-27,0.0,neutral,False,fintech holds great potential which can meaningfully lift the growth potential of our economy and significantly improve efficiencies
2018-11-28_543,2018-11-28,0.0,neutral,False,"forward-looking and medium-term oriented monetary policy within a flexible inflation targeting framework, requires us to look through volatility and to focus on macroeconomic fundamentals"
2019-01-31_544,2019-01-31,0.0,neutral,False,a stable and well-regulated financial sector is vital for the achievement of our long-term sustainable economic growth and developmental objectives
2019-02-12_545,2019-02-12,0.3,leaning hawkish,True,the MPC still judged the policy stance as broadly accommodative
2019-03-06_546,2019-03-06,0.1,neutral,True,"We have indicated that a consistently lower rate in the near term, at the midpoint of our target band (4.5%), would lower long-term interest rates and be more supportive of balance in the economy."
2019-03-18_549,2019-03-18,0.0,neutral,False,"fintech holds the potential to transform markets, likely leading to increased contestability and competition"
2019-04-15_550,2019-04-15,0.1,neutral,False,"We are now getting inflation where we want it, in the middle of our target range, which is a rate we intend to maintain."
2019-04-18_551,2019-04-18,0.1,neutral,True,"ensuring policy consistency, addressing financial sector externalities, and putting in place policies that increase the flexibility of an economy in response to shocks"
2019-05-07_552,2019-05-07,0.1,neutral,True,monetary policy continued to keep its focus on maintaining inflation comfortably within the target range and anchoring inflation expectations closer to the 4.5% midpoint of the inflation target band
2019-05-28_553,2019-05-28,0.1,neutral,True,the balance of risks to the inflation outlook to be more or less evenly balanced
2019-06-03_554,2019-06-03,0.1,neutral,False,Countries in the region could benefit from the slower-than-expected monetary policy normalisation in major economies to build additional buffers
2019-06-05_555,2019-06-05,0.0,neutral,False,protecting the value of the currency in the interest of balanced and sustainable growth
2019-06-12_556,2019-06-12,-0.7,leaning dovish,True,monetary policy has more latitude to look through supply shocks
2019-06-13_557,2019-06-13,-0.5,leaning dovish,True,"Given the weak economy, our model suggests we might have room to cut rates over the next year or so."
2019-06-19_558,2019-06-19,0.1,neutral,False,global growth has continued to weaken and momentum remains fragile
2019-07-24_559,2019-07-24,0.3,leaning hawkish,True,"we decided to make some changes...By emphasising the middle of our target range, 4.5%, as our goal...to have permanently lower inflation"
2019-07-26_560,2019-07-26,-0.7,leaning dovish,True,"At the time of its latest meeting held on 18 July 2019, the MPC felt comfortable enough with the recent downward trend in inflation outcomes, as well as the ongoing decline in inflation expectations, to lower the repo rate by 25 basis points."
2020-03-04_561,2020-03-04,0.1,neutral,True,"we have got inflation lower, and we have been able to cut rates without sacrificing our credibility. This is how monetary policy is meant to work: you cut rates from a position of strength, because you have inflation under control"
2020-06-18_563,2020-06-18,-0.8,strongly dovish,True,"The SARB has responded flexibly, quickly and aggressively to this crisis. So far, these actions have improved market functioning, and are supporting economic activity."
2020-07-31_564,2020-07-31,-1.5,strongly dovish,True,the SARB expects that the lockdown will cause output to contract by 7.3% in 2020...This benign inflation outlook has allowed the Monetary Policy Committee (MPC) room to reduce the repurchase rate (repo rate)
2020-08-12_565,2020-08-12,-0.3,leaning dovish,True,we have slashed interest rates to support aggregate demand and the spending power of South Africans
2020-09-09_566,2020-09-09,0.1,neutral,False,high indebtedness also presents risks to the implementation of monetary policy and financial stability. A high level of public debt also raises the risk of fiscal dominance
2020-09-22_567,2020-09-22,-1.2,strongly dovish,True,"the SARB expects that consumer price inflation will remain within the lower half of the 3−6% target range over the forecasting period... this benign inflation outlook should allow the SARB to maintain an accommodative stance for most of the coming two years, and only withdraw stimulus in a gradual fashion"
2020-10-07_568,2020-10-07,-1.2,strongly dovish,True,"an accommodative stance for most of the coming two years, and only withdraw stimulus in a gradual fashion, as the output gap slowly closes"
2020-11-06_569,2020-11-06,0.0,neutral,False,"the purpose of today's MPG Forum is twofold: first, to report on and inform stakeholders of key decisions, considerations and recommendations made by the MPG in relation to the reform of the Jibar"
2020-11-30_5661,2020-11-30,-0.5,leaning dovish,True,"we still have room to provide further accommodation before having to consider QE-type measures, should economic conditions deteriorate and inflation moderate further down towards the lower end of the inflation target"
2020-12-08_An-opening-address-by-Rashad-Cassim-a-Deputy-Governor-of-the-South-African-Reserve-Bank-at-the-World-Fintech-Festival,2020-12-08,0.0,neutral,False,"The fintech phenomenon is here to stay, and will continue to grow."
2021-06-30_Address-by-Lesetja-Kganyago-Governor-of-the-South-African-Reserve-Bank-at-the-virtual-100th-anniversary-celebration-of-the-Bank,2021-06-30,-0.5,leaning dovish,True,the SARB responded quickly and aggressively with a broad array of actions to limit the economic damage...through the reduction in the repurchase (repo) rate. The repo rate was cut by a cumulative 275 basis points between March and July 2020
2021-07-28_Address-by-Ms-Fundi-Tshazibana-SARB-DG-at-the-Nelson-Mandela-Bay-2021-Leadership-Summit,2021-07-28,0.1,neutral,False,"Central banking should be a classic case of slow, deliberative thinking, with a medium-term view and logical, evidence-based analysis"
2021-07-30_an-address-by-lesetja-kganyago--governor-of-the-south-african-re,2021-07-30,-0.5,leaning dovish,True,monetary policy may need to retreat from its highly accommodative stance
2021-09-08_A-public-lecture-by-Lesetja-Kganyago-Governor-of-the-SARB-at-Stellenbosch-University,2021-09-08,0.2,leaning hawkish,True,"if we want to keep interest rates low, the most important thing we can do is to lower the inflation target"
2022-04-06_Opening-Address-by-Governor-Lesetja-Kganyago-at-the-Project-Khokha-2-Report-Launch,2022-04-06,0.0,neutral,False,"PK2 was an experimental research project. It followed an exploratory approach, which enabled the PoC to contribute to the complex discussion surrounding tokenisation in financial markets."
2022-04-14_Address-by-Kuben-Naidoo-Deputy-Governor-of-the-SARB-at-the-Mohammad-Karaan-Memorial-Lecture-Stellenbosch-University,2022-04-14,0.1,neutral,False,This speech does not address monetary policy stance
2022-07-25_Keynote-address-by-Lesetja-Kganyago-Governor-of-the-SA-Reserve-Bank-at-the-African-Insurance-Exchange-2022-Annual-Insurance-Conference,2022-07-25,0.3,leaning hawkish,True,"The Monetary Policy Committee has therefore moved to normalise rates, raising the repo rate by a cumulative 200 basis points since November 2021. The Committee will continue to monitor inflation developments closely and respond appropriately to ensure inflation expectations remain relatively anchored."
2022-07-29_An-address-by-Lesetja-Kganyago-Governor-of-the-SARB-at-the-102nd-annual-Ordinary-General-Meeting-of-SARB-shareholders,2022-07-29,1.3,strongly hawkish,True,The MPC will continue to monitor inflation developments closely and will respond appropriately to ensure that inflation expectations remain anchored
2022-08-25_An-address-by-Deputy-Governor-Fundi-Tshazibana-central-banking-in-an-era-of-stagflation-risks,2022-08-25,1.2,strongly hawkish,True,"our policy stance remains accommodative...we would still want to get back to 'normal' interest rates, but there would be less urgency to get there fast"
2022-08-31_Speaking-notes-for-Lesetja-Kganyago-Governor-of-the-South-African-Reserve-Bank-at-the-MPC-Schools-Challenge-Winners-Announcement,2022-08-31,0.0,neutral,False,The main purpose of the MPC Schools Challenge is to promote interest in economics and deepen the understanding of Monetary Policy.
2022-09-06_Keynote-address-by-Dr-Rashad-Cassim-Deputy-Governor-of-the-South-African-Reserve-Bank-at-the-ACI-Financial-Markets-Association-South-Africa,2022-09-06,1.2,strongly hawkish,True,"the supply shocks that are driving inflation are significant, and we are seeing increasing risks of potential second-round effects. This justifies a policy response, rather than no response."
2022-09-28_Address-by-Lesetja-Kganyago-Governor-of-the-SARB-at-CEEF-Africa-event,2022-09-28,1.5,strongly hawkish,True,"Our immediate priority is to guide inflation back towards the middle of our target range. Our larger strategic goal, however, is to undo the error of 20 years ago, when we gave up on lowering the inflation target."
2022-10-10_Remarks-by-Lesetja-Kganyago-Governor-of-the-SARB-at-the-NYSE-JSE-Market-Close-Event,2022-10-10,1.2,strongly hawkish,True,necessitating larger rate hikes to move out of an overly accommodative stance
2022-11-01_Governor-Lesetj-Kganyago-public-lecture-at-the-Wits-School-of-Governance,2022-11-01,1.5,strongly hawkish,True,"we need to continue the normalisation of interest rates, moving them closer to the level that is consistent with more stable inflation rates and sustainable economic growth"
2023-03-07_An-address-by-Lesetja-Kganyago-Governor-of-the-SARB-at-the-Lebanese-Chamber-of-Commerce,2023-03-07,0.7,leaning hawkish,True,the SARB will continue to monitor price developments and act to guide inflation back to the midpoint of the target band over the medium term
2023-03-14_An-address-by-Rashad-Cassim-Deputy-Governor-of-the-SARB-at-the-Central-Banking-Conference,2023-03-14,0.6,leaning hawkish,True,"because we cannot stabilise prices with persistently low or negative real rates, in this scenario there will be more work to do with rate changes, and there are clear risks of adverse developments, which could require further monetary policy action to contain inflation"
2023-03-16_Introductory-remarks-by-Lesetja-Kganyago-Governor-of-the-SARB-at-the-Witwatersrand-dialogue,2023-03-16,0.3,leaning hawkish,True,Worldwide inflation pressures have forced monetary policy normalisation. Policy rates increased quickly as central banks realised that what was thought to be the transitory inflationary shocks are not so transitory and there are strong second round effects.
2023-04-05_Address-by-Lesetja-Kganyago-SARB-Governor-at-the-American-Chamber-of-Commerce,2023-04-05,1.2,strongly hawkish,True,our primary goal as a central bank is to anchor inflation expectations and to reduce the extent to which higher inflation does spill over into pricing behaviour in the following year... this cannot preclude further steps if inflation and inflation expectations continue to surprise higher
2023-04-11_Speech-by-Governor-Lesetja-Kganyago-at-the-Peterson-Institute-for-International-Economics,2023-04-11,0.7,leaning hawkish,True,real rate levels are barely positive and still negative in much of the world
2023-04-19_Remarks-by-Dr-Rashad-Cassim-Deputy-Governor-of-the-South-African-Reserve-Bank-at-the-Market-Practitioners-Group-Conference,2023-04-19,0.0,neutral,False,"The objective of this conference is to bring together all the pieces of work into a coherent strategy, and to give you a clear picture of what the MPG is aiming to achieve and the direction in which we are moving."
2023-05-04_An-address-by-Lesetja-Kganyago-SARB-Governor-at-the-launch-of-the-upgraded-banknotes-and-coin,2023-05-04,0.0,neutral,False,the primary object of the South African Reserve Bank is protect the value of the currency in the interest of balanced and sustainable economic growth
2023-05-10_Keynote-address-by-Rashad-Cassim-Deputy-Governor-of-the-SARB-at-the-CFA-Society-South-Africa-and-Investec-Breakfast-Conversation,2023-05-10,0.0,neutral,False,monetary policy implementation is generally one of those things that works best when most people don't have to worry about it
2023-05-10_Speech-by-Governor-Kganyago-at-The-University-of-Johannesburg,2023-05-10,1.2,strongly hawkish,True,"the SARB's Monetary Policy Committee has had to act decisively to prevent inflation expectations from de-anchoring more permanently. Over the past 18 months, the repo rate has been raised by a cumulative 425 basis points"
2023-07-11_Governor-Lesetja-Kganyago-at-the-International-Monetary-Funds-2023-Michel-Camdessus-Central-Banking-Lecture-in-Washington-DC1,2023-07-11,0.1,neutral,False,"With too much borrowing, not much domestic saving and limited non-resident appetite for our assets, interest rates must rise to restore balance. The alternative is an inflationary balance of payments problem, which is plainly against the South African Reserve Bank's mandate."
2023-07-11_Speech-by-Governor-Lesetja-Kganyago-at-the-International-Monetary-Funds-2023-Michel-Camdessus-Central-anking,2023-07-11,0.1,neutral,False,"interest rates must rise to restore balance. The alternative is an inflationary balance of payments problem, which is plainly against the South African Reserve Bank's mandate"
2023-07-28_Anaddress-by-Lesetja-Kganyago-Governor-of-the-South-African-Reserve-Bank-SARB-at-the-103rd-annual-Ordinary-General-Meeting-of-the-SARB-shareholders,2023-07-28,1.2,strongly hawkish,True,Monetary policy continues to remain focused on returning inflation to 4.5% over the medium term
2023-08-15_Governor-Kganyago-speaking-notes-at-the-MPC-Schools-Challenge-Winners-Announcement,2023-08-15,0.0,neutral,False,The MPC Schools Challenge is the SARB's flagship social investment programme aimed at broadening Grade 12 learners' understanding of monetary policy and the critical role the SARB plays in the economy.
2023-09-05_An-address-by-Lesetja-Kganyago-Governor-of-the-South-African-Reserve-Bank-at-the-University-of-Limpopo,2023-09-05,1.2,strongly hawkish,True,"monetary policy in South Africa is now considered restrictive... the committee will continue to assess inflation developments, and will act appropriately to steer inflation to the midpoint of the 3–6% target band"
2023-10-19_Speech-by-Lesetja-Kganyago-Governor-of-the-South-African-Reserve-Bank-at-the-Nelson-Mandela-University,2023-10-19,0.0,neutral,False,"Central banks have an important role to play in the climate transition. It is to maintain financial and price stability, produce analytical work to support policy making and address financial market data gaps."
2023-11-17_An-address-by-Fundi-Tshazibana-Deputy-governor-of-the-SARB-at-the-Central-Bank-of-Eswatini,2023-11-17,0.3,leaning hawkish,True,Controlling inflation is not negotiable
2023-12-01_An-address-by-Fundi-Tshazibana-Deputy-Governor-of-the-South-African-Reserve-Bank-at-the-South-Africa-Year-Ahead-Conference-2023-Bank-of-America-Securities,2023-12-01,1.2,strongly hawkish,True,"the underlying drivers of interest rates are going up. To maintain the value of the currency – that is, to stabilise inflation – actual rates must rise too"
2023-12-20_Honorary-Doctorate-in-Commerce-bestowed-on-South-African-Reserve-Bank-Deputy-Governor-and-Chief-Executive-Officer-of-the-Prudential-Authority-Fundi-Tshazibana,2023-12-20,0.0,neutral,False,"there is something I do not know, the knowing of which could change everything"
2024-02-06_Speech-by-SARB-Governor-at-the-INCA-Capacity-Building-Fund-Summer-School,2024-02-06,0.2,leaning hawkish,False,"High municipal inflation eats away the incomes of our people, keeps our inflation rate elevated, and makes it harder for us to lower interest rates"
2024-03-06_Remarks-by-Rashad-Cassim-Deputy-Governor-of-the-South-African-Reserve-Bank-at-the-Annual-Financial-Markets-Cocktail-Function,2024-03-06,0.1,neutral,False,central banks then need adequate capital buffers
2024-03-13_Keynote-address-by-Lesetja-Kganyago-Governor-of-the-SARB-at-the-FSCA-Industry-wide-Conference-2024,2024-03-13,0.1,neutral,False,financial stability and conduct issues are ultimately connected. A system rife with misconduct will also become unstable.
2024-04-25_Speech-by-Lesetja-Kganyago-Governor-of-the-South-African-Reserve-Bank-at-the-launch-of-the-Corporation-for-Deposit-Insurance,2024-04-25,0.1,neutral,False,"the Reserve Bank has a mandate for financial stability, and with the introduction of deposit insurance today we take a step forward to make the financial system even safer"
2024-04-25_Speech-by-Sabihah-Mohamed-CEO-of-the-Corporation-for-Deposit-Insurance-at-the-launch,2024-04-25,0.0,neutral,False,"CODI becoming operational this month, marks the culmination of years of hard work and collaboration with policymakers, lawmakers, regulatory authorities, industry bodies and our member banks."
2024-05-07_An-address-by-Lesetja-Kganyago-SARB-Governor-at-the-memorial-service-for-the-late-Dr-Sam-Motsuenyane,2024-05-07,0.0,neutral,False,Honouring the life and legacy of a doyen of black business
2024-06-25_Barriers-Opportunities-and-Implications-for-Financial-Stability-and-Supervision,2024-06-25,0.0,neutral,False,Central banks and financial regulators have an important role in ensuring that the financial system is resilient to shocks and scales up fundings
2024-07-30_agm-address-by-lesetja-kganyago,2024-07-30,0.3,leaning hawkish,True,the Monetary Policy Committee (MPC) has felt it appropriate to maintain the repurchase (repo) rate at 8.25% – a level set in May of 2023
2024-08-15_governor-lesetja-kganyago-public-lecture-at-the-university-of-the-free-state,2024-08-15,0.3,leaning hawkish,True,inflation is a very serious problem
2024-08-21_keynote-address-by-deputy-governor-rashaad-cassim-at-the-2024-ma,2024-08-21,0.0,neutral,False,"the upcoming transition of the Johannesburg Interbank Average Rate, commonly known as Jibar, to ZARONIA"
2024-09-05_speaking-notes-for-rashad-cassim-deputy-governor-of-the-sarb-at-the-payments-study-report-launch,2024-09-05,0.0,neutral,False,This study is one of our initiatives to better understand the payment system landscape in South Africa
2024-10-02_opening-address-sarb-governor-at-the-2024-payments-conference,2024-10-02,0.1,neutral,False,"Often, I am in the position of explaining that the South African Reserve Bank (SARB) makes its main contributions to supporting inclusive growth by providing price and financial stability, and that we need to keep doing what we're doing rather than making radical changes."
