meeting_date,title,policy_rate_final,rate_action_final,in_scope_inflation_targeting,henry_index,henry_hawkish_count,henry_dovish_count,henry_total_words,henry_hawkish_hits,henry_dovish_hits
2011-05-12,2011-05-12: Statement of the Monetary Policy Committee,5.5,hold,True,0.6947,128,62,4120,"{""more"": 8, ""increase"": 8, ""higher"": 8, ""increased"": 18, ""increases"": 4, ""up"": 2, ""growth"": 36, ""high"": 10, ""strong"": 10, ""above"": 6, ""strength"": 2, ""leading"": 2, ""improved"": 2, ""positive"": 8, ""rise"": 2, ""risen"": 2}","{""deteriorated"": 2, ""risk"": 6, ""risks"": 10, ""uncertain"": 4, ""lowest"": 2, ""lower"": 8, ""negative"": 2, ""below"": 2, ""declined"": 12, ""under"": 2, ""declining"": 4, ""weakness"": 2, ""fell"": 2, ""fallen"": 2, ""decline"": 2}"
2011-07-21,2011-07-21: Statement of the Monetary Policy Committee,5.5,hold,True,0.5827,164,90,4980,"{""larger"": 4, ""growth"": 56, ""strong"": 6, ""increasing"": 2, ""more"": 6, ""increased"": 18, ""increases"": 10, ""rising"": 4, ""high"": 18, ""encouraging"": 2, ""positive"": 12, ""improved"": 2, ""higher"": 4, ""grew"": 4, ""largest"": 2, ""improving"": 2, ""increase"": 6, ""most"": 2, ""above"": 4}","{""deteriorated"": 2, ""risks"": 18, ""failure"": 4, ""declining"": 8, ""decline"": 6, ""declined"": 14, ""weakness"": 2, ""risk"": 10, ""down"": 2, ""less"": 2, ""weak"": 4, ""negative"": 4, ""below"": 8, ""low"": 2, ""falling"": 2, ""uncertain"": 2}"
2011-09-22,2011-09-22: Statement of the Monetary Policy Committee,5.5,hold,True,0.1488,130,112,5062,"{""growth"": 48, ""increased"": 20, ""more"": 6, ""rising"": 6, ""strong"": 2, ""increasing"": 2, ""increases"": 8, ""higher"": 4, ""exceed"": 2, ""high"": 8, ""most"": 2, ""growing"": 2, ""increase"": 6, ""positive"": 4, ""largest"": 2, ""grew"": 4, ""above"": 4}","{""risks"": 16, ""weakened"": 2, ""challenging"": 2, ""risk"": 24, ""risky"": 2, ""declining"": 4, ""challenge"": 2, ""declined"": 16, ""less"": 2, ""decline"": 8, ""weak"": 2, ""down"": 4, ""weakness"": 2, ""low"": 8, ""disappointing"": 2, ""negative"": 2, ""below"": 6, ""lower"": 8}"
2011-11-10,2011-11-10: Statement of the Monetary Policy Committee,5.5,hold,True,0.4854,128,78,4578,"{""progress"": 2, ""growth"": 46, ""more"": 8, ""increased"": 14, ""up"": 2, ""strong"": 2, ""increasing"": 4, ""increases"": 8, ""higher"": 4, ""increase"": 10, ""rising"": 2, ""most"": 6, ""positive"": 2, ""leading"": 2, ""above"": 4, ""high"": 6, ""grew"": 2, ""improvement"": 2, ""highest"": 2}","{""uncertainty"": 6, ""weak"": 8, ""declining"": 12, ""risks"": 6, ""low"": 2, ""negative"": 2, ""weakness"": 2, ""down"": 8, ""risk"": 8, ""decreased"": 2, ""under"": 4, ""disappointing"": 2, ""uncertain"": 2, ""below"": 2, ""declined"": 4, ""decline"": 4, ""lower"": 4}"
2012-01-19,2012-01-19: Statement of the Monetary Policy Committee,5.5,hold,True,0.4839,154,94,4946,"{""growth"": 52, ""above"": 6, ""more"": 8, ""exceeded"": 2, ""increased"": 20, ""increase"": 12, ""increasing"": 10, ""rising"": 2, ""higher"": 2, ""leading"": 2, ""grow"": 2, ""high"": 6, ""improvement"": 4, ""positive"": 4, ""increases"": 12, ""up"": 4, ""grew"": 2, ""improved"": 2, ""most"": 2}","{""deteriorated"": 4, ""challenge"": 2, ""worsening"": 4, ""risk"": 12, ""declining"": 8, ""down"": 4, ""uncertain"": 4, ""declined"": 6, ""risks"": 10, ""weakness"": 2, ""declines"": 2, ""less"": 6, ""under"": 4, ""below"": 2, ""low"": 4, ""weak"": 4, ""lower"": 2, ""decline"": 2, ""depressed"": 2, ""decreased"": 2, ""smaller"": 2, ""falling"": 2, ""uncertainty"": 2, ""negative"": 2}"
2012-03-29,2012-03-29: Statement of the Monetary Policy Committee,5.5,hold,True,0.7114,202,96,5456,"{""positive"": 14, ""strength"": 2, ""higher"": 10, ""growth"": 54, ""improved"": 8, ""better"": 4, ""most"": 4, ""more"": 18, ""increased"": 22, ""up"": 4, ""progress"": 2, ""improvement"": 2, ""increasing"": 2, ""increase"": 16, ""above"": 2, ""leading"": 2, ""highest"": 2, ""encouraging"": 2, ""successful"": 2, ""grew"": 4, ""grow"": 4, ""achieved"": 2, ""largest"": 2, ""strong"": 2, ""high"": 2, ""increases"": 10, ""greater"": 2, ""achieve"": 2}","{""risks"": 10, ""down"": 2, ""declined"": 10, ""lower"": 8, ""less"": 4, ""low"": 6, ""threat"": 2, ""risk"": 16, ""negative"": 8, ""declining"": 6, ""uncertain"": 8, ""disappointing"": 2, ""disappoint"": 2, ""below"": 8, ""under"": 2, ""decline"": 2}"
2012-05-24,2012-05-24: Statement of the Monetary Policy Committee,5.5,hold,True,0.3802,144,98,4830,"{""growth"": 50, ""up"": 2, ""increase"": 12, ""higher"": 4, ""increased"": 20, ""improved"": 6, ""positive"": 14, ""risen"": 2, ""stronger"": 2, ""high"": 8, ""rising"": 2, ""more"": 8, ""leading"": 2, ""increasing"": 4, ""strong"": 2, ""highest"": 2, ""increases"": 2, ""greater"": 2}","{""risks"": 16, ""risk"": 14, ""lower"": 12, ""decline"": 8, ""declined"": 14, ""declining"": 2, ""weak"": 2, ""weakening"": 4, ""weaken"": 2, ""under"": 4, ""deteriorating"": 4, ""less"": 4, ""uncertain"": 4, ""weakness"": 2, ""below"": 4, ""uncertainty"": 2}"
2012-07-19,Statement of the Monetary Policy Committee,5.0,cut,True,0.0741,140,130,5238,"{""growth"": 48, ""increased"": 20, ""increase"": 12, ""more"": 6, ""increases"": 14, ""increasing"": 4, ""higher"": 4, ""improved"": 4, ""progress"": 2, ""most"": 2, ""positive"": 6, ""strong"": 2, ""highest"": 2, ""leading"": 2, ""achieve"": 2, ""improvement"": 4, ""grew"": 6}","{""risks"": 10, ""negative"": 12, ""declining"": 16, ""deteriorating"": 2, ""down"": 4, ""lowest"": 10, ""low"": 4, ""lower"": 8, ""declined"": 20, ""fall"": 2, ""risk"": 14, ""downturn"": 4, ""weak"": 4, ""weakness"": 4, ""uncertain"": 4, ""challenges"": 4, ""fell"": 2, ""decline"": 2, ""deteriorated"": 2, ""below"": 2}"
2012-09-20,STATEMENT OF THE MONETARY POLICY COMMITTEE,5.0,hold,True,0.3669,200,138,6004,"{""growth"": 74, ""positive"": 14, ""up"": 8, ""increased"": 24, ""increasing"": 4, ""higher"": 6, ""exceed"": 2, ""strong"": 4, ""improvement"": 2, ""grew"": 6, ""more"": 12, ""progress"": 2, ""increase"": 12, ""most"": 2, ""leading"": 2, ""high"": 10, ""above"": 2, ""improved"": 4, ""rising"": 4, ""increases"": 4, ""encouraging"": 2}","{""weakened"": 2, ""risks"": 24, ""low"": 10, ""deteriorated"": 4, ""declined"": 10, ""weak"": 14, ""risk"": 24, ""under"": 4, ""uncertain"": 2, ""decline"": 8, ""weakening"": 2, ""challenges"": 2, ""declining"": 4, ""negative"": 8, ""down"": 4, ""below"": 4, ""less"": 6, ""decreases"": 2, ""least"": 2, ""challenging"": 2}"
2012-11-22,Statement of the Monetary Policy Committee,5.0,hold,True,0.4459,192,122,6218,"{""growth"": 56, ""increased"": 26, ""higher"": 14, ""up"": 2, ""above"": 4, ""increase"": 10, ""increasing"": 4, ""most"": 6, ""good"": 2, ""more"": 8, ""leading"": 2, ""positive"": 6, ""progress"": 4, ""high"": 6, ""improved"": 4, ""grown"": 2, ""strong"": 4, ""increases"": 16, ""better"": 8, ""grow"": 2, ""achieve"": 2, ""improve"": 2, ""certainty"": 2}","{""deteriorated"": 8, ""risks"": 10, ""challenging"": 2, ""declining"": 6, ""worsening"": 2, ""uncertainty"": 6, ""lower"": 10, ""low"": 8, ""less"": 2, ""risk"": 22, ""negative"": 14, ""failure"": 2, ""weakening"": 2, ""declined"": 8, ""below"": 4, ""down"": 4, ""decline"": 4, ""worst"": 2, ""fall"": 2, ""weak"": 4}"
2013-01-24,Statement of the Monetary Policy Committee,5.0,hold,True,0.5833,186,102,5634,"{""improvement"": 4, ""growth"": 62, ""most"": 8, ""positive"": 6, ""up"": 2, ""increases"": 14, ""increased"": 26, ""higher"": 12, ""more"": 16, ""increase"": 10, ""improved"": 4, ""high"": 4, ""achieve"": 2, ""highest"": 4, ""grew"": 6, ""rising"": 2, ""increasing"": 2, ""certainty"": 2}","{""risks"": 18, ""down"": 4, ""challenging"": 6, ""below"": 6, ""lower"": 2, ""low"": 2, ""less"": 4, ""worst"": 2, ""uncertain"": 6, ""deteriorated"": 4, ""weak"": 6, ""risk"": 12, ""declined"": 8, ""negative"": 8, ""weakness"": 4, ""under"": 2, ""decline"": 6, ""unsettled"": 2}"
2013-03-20,Statement of the Monetary Policy Committee,5.0,hold,True,0.5393,113,65,2905,"{""growth"": 41, ""rising"": 1, ""high"": 6, ""more"": 9, ""increases"": 6, ""increased"": 11, ""up"": 3, ""increase"": 7, ""increasing"": 1, ""higher"": 3, ""best"": 1, ""most"": 2, ""positive"": 7, ""improved"": 3, ""strong"": 2, ""growing"": 1, ""better"": 1, ""grew"": 5, ""leading"": 1, ""improvements"": 1, ""opportunity"": 1}","{""least"": 1, ""challenge"": 1, ""difficult"": 2, ""deteriorated"": 1, ""risks"": 7, ""lower"": 9, ""risk"": 7, ""uncertainty"": 4, ""down"": 3, ""declined"": 7, ""less"": 4, ""disappointing"": 1, ""negative"": 3, ""below"": 3, ""weak"": 2, ""challenging"": 2, ""under"": 2, ""unsettled"": 1, ""weakening"": 1, ""decline"": 4}"
2013-05-23,Statement of the Monetary Policy Committee,5.0,hold,True,0.2545,186,144,5564,"{""growth"": 64, ""growing"": 6, ""increased"": 14, ""up"": 4, ""improvement"": 2, ""higher"": 12, ""increase"": 8, ""increases"": 14, ""positive"": 6, ""highest"": 2, ""more"": 2, ""strong"": 2, ""high"": 20, ""increasing"": 6, ""best"": 2, ""strengthening"": 2, ""leading"": 2, ""above"": 8, ""improve"": 2, ""rising"": 4, ""improved"": 2, ""grew"": 2}","{""challenges"": 4, ""uncertain"": 6, ""difficult"": 6, ""declining"": 8, ""under"": 2, ""risks"": 16, ""worsening"": 2, ""lower"": 12, ""challenging"": 2, ""negative"": 12, ""low"": 8, ""falling"": 4, ""risk"": 20, ""weakness"": 4, ""decline"": 8, ""weak"": 4, ""down"": 2, ""threats"": 2, ""declined"": 12, ""fell"": 2, ""weakened"": 2, ""below"": 2, ""deteriorating"": 2, ""unsettled"": 2}"
2013-07-18,Statement of the Monetary Policy Committee,5.0,hold,True,0.5714,99,55,3013,"{""growth"": 39, ""increased"": 11, ""up"": 2, ""increase"": 8, ""higher"": 5, ""increases"": 4, ""rising"": 2, ""stronger"": 3, ""more"": 10, ""high"": 3, ""leading"": 1, ""positive"": 3, ""expanded"": 1, ""improvement"": 1, ""grew"": 1, ""increasing"": 2, ""strong"": 1, ""strength"": 1, ""achieve"": 1}","{""weak"": 2, ""risks"": 8, ""worsening"": 1, ""decline"": 4, ""decrease"": 1, ""declined"": 5, ""lower"": 4, ""deteriorated"": 1, ""weakness"": 4, ""below"": 1, ""risk"": 6, ""uncertain"": 3, ""deteriorating"": 1, ""low"": 4, ""uncertainty"": 1, ""declining"": 3, ""weakened"": 1, ""down"": 1, ""decreased"": 1, ""under"": 1, ""less"": 1, ""challenging"": 1}"
2013-09-19,Statement of the Monetary Policy Committee,5.0,hold,True,0.2303,92,73,3113,"{""growth"": 29, ""above"": 2, ""high"": 5, ""positive"": 4, ""increased"": 13, ""up"": 3, ""higher"": 3, ""improved"": 1, ""improving"": 1, ""most"": 1, ""progress"": 1, ""strong"": 5, ""improvement"": 2, ""more"": 4, ""leading"": 1, ""highest"": 1, ""increases"": 6, ""increase"": 7, ""increasing"": 1, ""stronger"": 1, ""rising"": 1}","{""risk"": 10, ""uncertainty"": 3, ""weakening"": 1, ""down"": 1, ""deteriorated"": 2, ""lower"": 5, ""below"": 4, ""risks"": 9, ""downturn"": 1, ""failure"": 1, ""weak"": 5, ""negative"": 3, ""deteriorating"": 1, ""weaknesses"": 1, ""low"": 5, ""decline"": 7, ""less"": 2, ""declining"": 4, ""declined"": 4, ""lowest"": 1, ""declines"": 1, ""under"": 1, ""deteriorate"": 1}"
2013-11-21,Statement of the Monetary Policy Committee,5.0,hold,True,0.3607,72,50,2911,"{""growth"": 30, ""increase"": 4, ""increased"": 5, ""more"": 10, ""higher"": 4, ""positive"": 4, ""growing"": 1, ""improved"": 1, ""most"": 1, ""larger"": 1, ""high"": 2, ""stronger"": 1, ""leading"": 1, ""increasing"": 1, ""highest"": 1, ""improvement"": 1, ""above"": 1, ""increases"": 2, ""better"": 1}","{""risks"": 7, ""decline"": 3, ""low"": 3, ""declined"": 5, ""down"": 4, ""less"": 3, ""lower"": 3, ""deteriorated"": 1, ""uncertainty"": 2, ""weak"": 2, ""risk"": 6, ""below"": 4, ""challenge"": 1, ""negative"": 1, ""lowest"": 1, ""declining"": 1, ""declines"": 1, ""decrease"": 1, ""weakness"": 1}"
2014-01-29,Statement of the Monetary Policy Committee ,5.5,hike,True,0.3288,85,61,3057,"{""high"": 1, ""improving"": 1, ""positive"": 4, ""growth"": 32, ""rising"": 1, ""increase"": 8, ""higher"": 6, ""increased"": 9, ""up"": 1, ""more"": 2, ""improved"": 4, ""strong"": 2, ""improvement"": 2, ""increases"": 2, ""most"": 2, ""leading"": 2, ""stronger"": 1, ""highest"": 1, ""rise"": 1, ""increasing"": 2, ""improve"": 1}","{""challenges"": 4, ""deteriorating"": 1, ""difficult"": 2, ""risk"": 7, ""risks"": 3, ""deteriorated"": 2, ""declining"": 3, ""less"": 1, ""lowest"": 2, ""negative"": 2, ""weak"": 1, ""uncertain"": 1, ""challenge"": 1, ""uncertainty"": 2, ""least"": 1, ""weakness"": 1, ""decline"": 5, ""down"": 2, ""low"": 6, ""below"": 3, ""under"": 3, ""declined"": 6, ""disappointing"": 2}"
2014-03-27,Statement of the Monetary Policy Committee,5.5,hold,True,0.5695,97,54,3194,"{""improvement"": 5, ""increase"": 13, ""most"": 2, ""improvements"": 1, ""growth"": 34, ""up"": 2, ""higher"": 3, ""increased"": 12, ""improved"": 1, ""more"": 3, ""positive"": 3, ""larger"": 1, ""increases"": 1, ""improving"": 2, ""leading"": 1, ""strong"": 2, ""increasing"": 3, ""highest"": 1, ""opportunities"": 1, ""grew"": 1, ""exceeded"": 1, ""high"": 2, ""growing"": 1, ""rising"": 1}","{""challenging"": 1, ""uncertainty"": 1, ""risks"": 8, ""risk"": 6, ""low"": 5, ""lower"": 2, ""declined"": 5, ""uncertain"": 2, ""less"": 1, ""declining"": 4, ""weak"": 4, ""deteriorating"": 1, ""decline"": 3, ""below"": 4, ""down"": 2, ""weakening"": 2, ""under"": 1, ""lowest"": 1, ""unsettled"": 1}"
2014-05-22,Statement of the Monetary Policy Committee,5.5,hold,True,0.0263,77,75,2968,"{""more"": 9, ""growth"": 39, ""up"": 2, ""strong"": 1, ""higher"": 2, ""grew"": 2, ""larger"": 1, ""increase"": 3, ""improved"": 3, ""positive"": 1, ""leading"": 1, ""above"": 1, ""rising"": 4, ""increased"": 2, ""high"": 2, ""exceeded"": 1, ""stronger"": 2, ""improve"": 1}","{""less"": 3, ""risks"": 9, ""deteriorated"": 2, ""weak"": 3, ""challenging"": 2, ""low"": 7, ""decline"": 6, ""lower"": 5, ""below"": 3, ""risk"": 8, ""weakening"": 2, ""declining"": 5, ""uncertainty"": 1, ""negative"": 3, ""down"": 2, ""declined"": 8, ""decrease"": 1, ""weakness"": 1, ""lowest"": 2, ""difficult"": 1, ""deteriorating"": 1}"
2014-07-17,Statement of the Monetary Policy Committee,5.75,hike,True,0.1887,87,72,3381,"{""growth"": 40, ""rising"": 2, ""up"": 1, ""increased"": 12, ""improvement"": 3, ""more"": 5, ""higher"": 4, ""increases"": 2, ""strong"": 1, ""largest"": 1, ""grow"": 2, ""most"": 2, ""larger"": 1, ""improvements"": 1, ""increase"": 2, ""stronger"": 1, ""encouraging"": 1, ""positive"": 1, ""leading"": 1, ""increasing"": 2, ""achieving"": 1, ""achieve"": 1}","{""deteriorated"": 4, ""low"": 5, ""risk"": 8, ""decline"": 5, ""lower"": 3, ""less"": 2, ""risks"": 5, ""declining"": 3, ""declined"": 11, ""down"": 2, ""weak"": 8, ""under"": 1, ""deteriorating"": 1, ""negative"": 5, ""weakened"": 1, ""disappointing"": 1, ""below"": 3, ""lowest"": 1, ""weakening"": 1, ""difficult"": 2}"
2014-09-18,Statement of the Monetary Policy Committee,5.75,hold,True,0.3354,94,67,3291,"{""improved"": 2, ""growth"": 37, ""increased"": 10, ""more"": 6, ""higher"": 4, ""up"": 1, ""high"": 1, ""increases"": 3, ""improvements"": 1, ""exceed"": 1, ""achieved"": 1, ""positive"": 3, ""most"": 2, ""increasing"": 2, ""strong"": 1, ""stronger"": 1, ""rising"": 4, ""strength"": 1, ""leading"": 1, ""increase"": 4, ""improvement"": 2, ""grew"": 1, ""rise"": 1, ""above"": 2, ""certain"": 1, ""achieving"": 1}","{""deteriorated"": 2, ""declining"": 5, ""low"": 3, ""difficult"": 2, ""risks"": 10, ""declined"": 6, ""weakness"": 2, ""down"": 3, ""lower"": 8, ""less"": 1, ""deteriorating"": 1, ""weak"": 5, ""under"": 1, ""slump"": 1, ""challenging"": 2, ""below"": 4, ""uncertainty"": 2, ""weakened"": 2, ""negative"": 1, ""decline"": 2, ""weakening"": 1, ""fallen"": 1, ""risk"": 2}"
2014-11-20,Statement of the Monetary Policy Committee,5.75,hold,True,0.0988,85,77,3028,"{""more"": 8, ""growth"": 27, ""improving"": 1, ""improved"": 7, ""increased"": 9, ""high"": 2, ""above"": 3, ""better"": 1, ""increase"": 12, ""positive"": 4, ""most"": 1, ""higher"": 1, ""leading"": 1, ""increases"": 2, ""increasing"": 1, ""grew"": 3, ""achieved"": 1, ""achieve"": 1}","{""decline"": 9, ""deteriorating"": 1, ""lower"": 13, ""challenging"": 2, ""fall"": 1, ""weak"": 5, ""declining"": 5, ""down"": 5, ""low"": 3, ""less"": 2, ""risk"": 5, ""declined"": 8, ""lowest"": 2, ""uncertain"": 1, ""challenges"": 1, ""weakness"": 1, ""falling"": 1, ""risks"": 2, ""weakened"": 1, ""uncertainty"": 1, ""declines"": 1, ""below"": 5, ""negative"": 2}"
2015-01-29,Statement of the Monetary Policy Committee,5.75,hold,True,0.1091,87,78,3029,"{""growth"": 37, ""increase"": 6, ""positive"": 7, ""strong"": 2, ""higher"": 1, ""rising"": 1, ""increased"": 8, ""grew"": 1, ""high"": 4, ""rise"": 1, ""improved"": 2, ""more"": 6, ""expanded"": 1, ""largest"": 1, ""stronger"": 1, ""improvement"": 1, ""grow"": 1, ""above"": 1, ""increases"": 4, ""progress"": 1}","{""decline"": 14, ""declined"": 5, ""decrease"": 1, ""lower"": 16, ""down"": 3, ""declining"": 4, ""low"": 7, ""less"": 2, ""below"": 3, ""deteriorated"": 1, ""weak"": 6, ""deteriorating"": 1, ""risk"": 4, ""risks"": 4, ""disappointing"": 1, ""least"": 1, ""uncertainty"": 1, ""negative"": 1, ""decreased"": 1, ""uncertain"": 1, ""weakness"": 1}"
2015-03-26,Statement of the Monetary Policy Committee,5.75,hold,True,0.3077,90,66,2846,"{""increases"": 10, ""above"": 1, ""higher"": 6, ""strong"": 4, ""more"": 6, ""up"": 2, ""increase"": 4, ""high"": 5, ""improved"": 2, ""improvement"": 2, ""grew"": 1, ""stronger"": 1, ""growth"": 28, ""positive"": 3, ""larger"": 1, ""most"": 4, ""record"": 1, ""strength"": 1, ""leading"": 1, ""increased"": 6, ""achieved"": 1}","{""deteriorated"": 1, ""declines"": 1, ""risks"": 2, ""uncertain"": 4, ""weak"": 4, ""lower"": 12, ""low"": 7, ""declined"": 6, ""down"": 3, ""less"": 2, ""under"": 3, ""decline"": 3, ""negative"": 3, ""weakening"": 1, ""uncertainty"": 2, ""weakened"": 1, ""challenging"": 1, ""declining"": 3, ""weakness"": 1, ""below"": 2, ""risk"": 4}"
2015-05-21,Statement of the Monetary Policy Committee,5.75,hold,True,0.3311,88,63,2820,"{""most"": 4, ""increased"": 5, ""increases"": 6, ""growth"": 32, ""increase"": 12, ""higher"": 8, ""high"": 3, ""more"": 6, ""above"": 2, ""larger"": 1, ""rise"": 1, ""certain"": 1, ""leading"": 1, ""strong"": 2, ""rising"": 1, ""increasing"": 1, ""achieve"": 1, ""achieving"": 1}","{""challenges"": 1, ""lower"": 4, ""risks"": 8, ""risk"": 7, ""uncertainty"": 5, ""decline"": 6, ""low"": 7, ""declines"": 1, ""down"": 3, ""fall"": 1, ""uncertain"": 2, ""below"": 1, ""weak"": 4, ""negative"": 2, ""weakening"": 3, ""declining"": 2, ""less"": 1, ""declined"": 2, ""decreased"": 1, ""deteriorating"": 2}"
2015-07-23,Statement of the Monetary Policy Committee,6.0,hike,True,0.137,78,68,2852,"{""increase"": 6, ""growth"": 21, ""increased"": 6, ""increases"": 8, ""higher"": 7, ""above"": 3, ""rising"": 3, ""up"": 2, ""high"": 3, ""more"": 3, ""improvements"": 1, ""improvement"": 1, ""better"": 2, ""positive"": 1, ""grew"": 1, ""strong"": 1, ""larger"": 1, ""most"": 1, ""improved"": 3, ""leading"": 1, ""record"": 1, ""achieve"": 1, ""achieving"": 1}","{""uncertainty"": 1, ""decline"": 5, ""risks"": 13, ""weak"": 6, ""declining"": 5, ""deteriorated"": 2, ""lower"": 3, ""low"": 6, ""less"": 1, ""declined"": 4, ""smaller"": 1, ""negative"": 4, ""lowest"": 1, ""risk"": 7, ""uncertain"": 1, ""down"": 1, ""weakness"": 1, ""declines"": 1, ""below"": 3, ""failure"": 1, ""challenge"": 1}"
2015-09-23,Statement of the Monetary Policy Committee,6.0,hold,True,-0.1583,64,75,2637,"{""increased"": 8, ""growth"": 21, ""rising"": 2, ""high"": 2, ""higher"": 5, ""more"": 10, ""improvement"": 1, ""up"": 1, ""above"": 1, ""strong"": 2, ""positive"": 1, ""growing"": 2, ""most"": 1, ""leading"": 1, ""increase"": 1, ""grew"": 1, ""increasing"": 1, ""increases"": 2, ""achieve"": 1}","{""risks"": 11, ""uncertainty"": 4, ""deteriorated"": 3, ""decrease"": 1, ""down"": 5, ""lower"": 7, ""less"": 3, ""decline"": 7, ""declined"": 3, ""uncertain"": 3, ""deteriorating"": 2, ""risk"": 5, ""declining"": 3, ""weak"": 5, ""disappointment"": 1, ""below"": 1, ""challenging"": 1, ""lowest"": 2, ""disappointing"": 1, ""weakness"": 1, ""negative"": 1, ""falling"": 2, ""low"": 2, ""deteriorate"": 1}"
2015-11-19,Statement of the Monetary Policy Committee,6.25,hike,True,0.2769,74,56,2535,"{""increased"": 7, ""improved"": 2, ""up"": 2, ""improvement"": 1, ""higher"": 4, ""more"": 9, ""above"": 1, ""improvements"": 1, ""strong"": 3, ""growth"": 19, ""positive"": 2, ""greater"": 1, ""most"": 2, ""increase"": 7, ""improving"": 1, ""high"": 1, ""rising"": 1, ""leading"": 1, ""rose"": 1, ""expanded"": 1, ""increases"": 4, ""stronger"": 1, ""achieve"": 1, ""achieving"": 1}","{""risks"": 8, ""worsening"": 1, ""weak"": 3, ""challenging"": 2, ""down"": 2, ""lower"": 8, ""less"": 2, ""declined"": 4, ""uncertainty"": 1, ""decline"": 2, ""risk"": 4, ""deteriorated"": 1, ""weakening"": 1, ""low"": 2, ""uncertain"": 2, ""below"": 2, ""declines"": 1, ""drop"": 2, ""disappointing"": 1, ""declining"": 1, ""under"": 1, ""failure"": 1, ""difficult"": 2, ""deteriorating"": 1, ""challenge"": 1}"
2016-01-28,Statement of the Monetary Policy Committee,6.75,hike,True,0.1793,79,66,2642,"{""growth"": 20, ""more"": 12, ""increased"": 8, ""up"": 4, ""increase"": 9, ""higher"": 9, ""increasing"": 1, ""rising"": 1, ""most"": 4, ""strengthening"": 1, ""growing"": 2, ""leading"": 1, ""high"": 1, ""improvement"": 1, ""increases"": 3, ""above"": 1, ""exceed"": 1}","{""deteriorated"": 3, ""worsening"": 2, ""weakened"": 1, ""challenging"": 2, ""risks"": 8, ""lower"": 3, ""weakness"": 4, ""deteriorating"": 2, ""declining"": 2, ""low"": 7, ""down"": 3, ""uncertainty"": 3, ""decline"": 3, ""less"": 3, ""risk"": 5, ""weak"": 2, ""negative"": 5, ""declined"": 4, ""lowest"": 1, ""under"": 2, ""below"": 1}"
2016-03-17,Statement of the Monetary Policy Committee,7.0,hike,True,0.4054,89,59,2525,"{""exceeded"": 1, ""higher"": 8, ""improved"": 5, ""growth"": 27, ""increased"": 14, ""up"": 2, ""increase"": 7, ""more"": 7, ""improvement"": 2, ""most"": 2, ""rising"": 2, ""leading"": 1, ""positive"": 1, ""strong"": 2, ""increases"": 2, ""high"": 1, ""achieved"": 1, ""improving"": 1, ""increasing"": 2, ""larger"": 1}","{""risks"": 5, ""weakening"": 2, ""uncertain"": 2, ""lower"": 4, ""down"": 2, ""less"": 2, ""challenging"": 1, ""decline"": 3, ""below"": 4, ""weak"": 4, ""declining"": 3, ""uncertainty"": 1, ""disappointing"": 1, ""risk"": 5, ""deteriorated"": 1, ""declined"": 1, ""low"": 7, ""negative"": 5, ""lowest"": 1, ""under"": 1, ""challenges"": 1, ""deteriorating"": 2, ""worsening"": 1}"
2016-05-19,Statement of the Monetary Policy Committee,7.0,hold,True,0.3401,86,61,2588,"{""growth"": 27, ""high"": 6, ""up"": 3, ""increased"": 5, ""increasing"": 2, ""improvement"": 6, ""higher"": 6, ""improved"": 4, ""more"": 5, ""improvements"": 1, ""increase"": 8, ""strength"": 1, ""stronger"": 2, ""leading"": 1, ""positive"": 2, ""above"": 2, ""rising"": 1, ""strong"": 1, ""increases"": 2, ""exceed"": 1}","{""disappoint"": 1, ""low"": 11, ""risks"": 8, ""risk"": 6, ""uncertainty"": 4, ""fall"": 2, ""down"": 3, ""less"": 3, ""lower"": 6, ""disappointing"": 1, ""uncertain"": 1, ""declining"": 2, ""weakening"": 1, ""weak"": 2, ""declines"": 1, ""decline"": 3, ""depressed"": 1, ""negative"": 1, ""below"": 1, ""weakness"": 1, ""declined"": 1, ""worsening"": 1}"
2016-07-21,Statement of the Monetary Policy Committee,7.0,hold,True,0.0719,72,67,2527,"{""more"": 5, ""growth"": 26, ""rising"": 3, ""up"": 6, ""increased"": 4, ""increase"": 3, ""improvement"": 5, ""higher"": 1, ""high"": 4, ""most"": 1, ""strength"": 1, ""leading"": 1, ""positive"": 2, ""above"": 1, ""improved"": 1, ""opportunities"": 1, ""strong"": 1, ""increases"": 1, ""encouraging"": 1, ""improvements"": 1, ""stronger"": 3}","{""uncertain"": 1, ""below"": 3, ""negative"": 7, ""declining"": 1, ""down"": 5, ""lower"": 6, ""less"": 2, ""declined"": 7, ""decline"": 3, ""uncertainty"": 2, ""risks"": 6, ""low"": 6, ""risk"": 8, ""challenging"": 1, ""weak"": 7, ""falling"": 1, ""lowest"": 1}"
